Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Outlet,Item_Fat_Content_Low Fat,Item_Fat_Content_Non-Edible,Item_Fat_Content_Regular,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Category_Drink,Item_Category_Food,Item_Category_Non-consumable
FDX01,10.1,0.024213342000000002,116.715,OUT045,1281.665,0.9315179193193692,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDB05,12.792854228644991,0.08279545,245.8776,OUT027,4705.8744,0.9178236888622899,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDR08,18.7,0.037622954,110.7886,OUT046,1334.2632,1.0310489000607228,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDZ36,6.035,0.066155883,184.424,OUT017,4660.6,0.9635532414312582,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDI05,8.35,0.12686971800000002,74.4354,OUT046,1128.531,0.9222899199069113,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDF24,15.5,0.025409912000000003,83.2934,OUT049,1883.5482,0.9310779354871049,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDZ48,17.75,0.07638928099999999,111.1544,OUT017,1118.5439999999999,0.9639830375196062,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
DRL37,12.792854228644991,0.053113720999999996,44.376999999999995,OUT027,1211.756,1.0323700905342352,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
FDM10,18.25,0.07595723,214.1218,OUT035,1282.3308,0.998748110032913,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDP11,12.792854228644991,0.120986139,216.1166,OUT019,435.4332,1.5315372010694215,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDQ04,6.4,0.084885375,39.2796,OUT049,701.7532,0.9602554127614119,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDR49,8.71,0.139795569,47.2376,OUT018,910.8144,1.040841161822538,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDD35,12.792854228644991,0.02573918,120.744,OUT027,3954.8520000000003,1.1360831965133935,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDH41,12.792854228644991,0.143591586,213.5534,OUT019,430.1068,1.678597214175469,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDO34,17.7,0.029999652999999998,169.7816,OUT045,2013.3792,0.93151792259661,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDL45,15.6,0.037901015,124.1704,OUT017,1877.556,0.879676614841029,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCC19,6.57,0.09679995300000001,192.382,OUT013,4247.804,0.9982383507964201,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDY10,12.792854228644991,0.048830264000000005,113.1176,OUT027,2404.8696,0.9178236900861544,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCV29,11.8,0.022879017,176.0686,OUT049,533.3058,0.9600513605905416,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDC22,6.89,0.136314863,195.082,OUT013,2703.1479999999997,0.9579234638305526,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCP42,8.51,0.016143388999999998,194.2478,OUT045,2324.9736,0.924160345751434,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCX17,21.25,0.114246019,231.23,OUT017,3029.39,1.0047208928810605,6,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCO26,7.235,0.076975118,116.6492,OUT049,2664.5316,0.9310779355677745,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDU45,12.792854228644991,0.06216667,112.3518,OUT019,683.1108,1.5315371853792479,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDR34,17.0,0.01599013,228.8352,OUT049,4351.6688,0.9237238133312041,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDV35,19.5,0.128728258,155.3314,OUT018,3412.8908,0.926046932036903,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDS55,12.792854228644991,0.080771137,146.4734,OUT027,4157.2552,0.9543090941124963,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDS28,8.18,0.082568705,56.1588,OUT045,458.0704,0.924160349136997,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDK15,10.8,0.098395216,100.8042,OUT035,1488.0629999999999,0.8745633907734557,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCP17,19.35,0.027714371,65.6168,OUT046,830.9184,1.284312899428266,16,8,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
NCE42,21.1,0.010221988222222221,233.2958,OUT018,2103.2622,1.0,4,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDA14,16.1,0.06528457,145.076,OUT049,1904.1879999999999,1.0296708903134153,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDF57,12.792854228644991,0.10299915400000001,169.9448,OUT019,170.4448,1.7991462125190467,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
NCV54,12.792854228644991,0.057969482,119.3124,OUT019,474.0496,1.6783470376597396,28,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDR10,17.6,0.016804724,163.4552,OUT010,649.8208,1.5560143821732855,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDT58,9.0,0.086440911,167.0816,OUT017,1342.2528,0.9348909815354896,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDC34,12.792854228644991,0.30247887100000004,155.4972,OUT019,311.5944,1.614810587359185,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDU44,12.15,0.058663727,164.1552,OUT018,3249.1040000000003,0.9260469290886248,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDY08,9.395,0.286344848,139.1838,OUT010,280.9676,1.4641166682941316,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDK20,12.792854228644991,0.07276208599999999,120.9072,OUT019,122.5072,2.0297726101178966,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDV50,14.3,0.12326452199999999,123.273,OUT017,1108.557,1.1303110059912416,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDO25,6.3,0.127647181,207.92700000000002,OUT049,2097.27,0.9310779372917234,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDR14,12.792854228644991,0.17320619199999998,53.3298,OUT027,1078.596,0.8704928801756314,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDP27,8.155,0.11993723099999999,189.153,OUT018,2087.283,0.8782920705111789,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDB27,7.575,0.055379648,198.1768,OUT035,5321.0736,0.9294568256485676,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDW26,11.8,0.107223632,223.5772,OUT049,2668.5264,0.8760887644704503,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
NCQ50,18.75,0.030051684625000002,213.3218,OUT035,3419.5488,1.0,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCL55,12.15,0.06464846,253.40400000000002,OUT035,4807.076,1.1600580958013689,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDG28,9.285,0.049280292,245.6144,OUT046,3920.2304,1.1239534642334175,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDO31,12.792854228644991,0.028842332000000002,81.49600000000001,OUT027,1997.4,0.8704928737176624,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDP27,12.792854228644991,0.118872194,188.35299999999998,OUT027,5313.084,0.870492878016056,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDR01,5.405,0.053924587,198.2742,OUT017,4379.6324,0.9275067622894076,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDI08,18.2,0.066297055,247.1092,OUT046,2241.0828,0.9990697501503766,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
DRE03,19.6,0.024264569,46.5718,OUT049,1607.2412,0.9310779541676394,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDV26,20.25,0.076470697,196.1794,OUT018,2731.1116,1.031963526483293,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
DRM49,6.11,0.151827552,43.0086,OUT013,490.6946,1.140945377705408,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
FDI15,13.8,0.141325834,265.0884,OUT035,8479.6288,0.9585400026981803,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDM15,11.8,0.057538034,149.8366,OUT045,1662.5026,1.0298611508972473,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDH47,13.5,0.128791854,95.4068,OUT035,1944.136,1.0371975570437493,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCT54,8.695,0.119436131,94.7094,OUT013,1047.3034,1.1230181446761283,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
DRN11,7.85,0.163310805,143.5444,OUT045,3628.61,1.001545089696972,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDU10,10.1,0.045878153,38.5848,OUT018,484.7024,1.0031395426532117,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDU50,5.75,0.075322658,116.3176,OUT045,2519.3872,1.1446229530091798,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDS26,20.35,0.14975313199999998,259.7594,OUT010,784.9782,1.556014394171923,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDC14,14.5,0.0430147026,41.0454,OUT018,545.2902,1.0,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDB17,12.792854228644991,0.036494521,179.0976,OUT027,5976.2208,0.8704928852176392,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
DRD25,6.135,0.132183029,115.086,OUT010,452.744,1.604463728469141,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
DRI39,12.792854228644991,0.096592065,54.893,OUT027,3112.615,0.9251308161451939,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
NCQ06,13.0,0.04188955,255.9014,OUT049,3315.0182,0.9237238380791083,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDX11,16.0,0.106663245,179.7634,OUT013,4180.5582,0.9982383526586566,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCT29,12.792854228644991,0.112249603,123.3414,OUT019,243.6828,1.600309133771023,28,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDS07,12.35,0.10032210400000001,113.7518,OUT017,2049.3324,1.1480688991626715,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCQ05,11.395,0.021602001000000003,149.1708,OUT035,2708.4744,1.1857152658775074,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDC35,7.435,0.12333808199999999,206.1638,OUT018,1656.5104,0.8782920631866464,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDU47,12.8,0.114085368,141.3838,OUT045,2388.2246,1.0437207503286423,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDE22,9.695,0.049498821,158.792,OUT010,319.584,1.4641166672152057,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDA03,18.5,0.045425939000000005,144.9102,OUT013,1895.5326,1.0358324911126613,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDY26,20.6,0.051068365,213.0244,OUT010,423.4488,1.5560143911242257,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDZ26,11.6,0.144241314,239.4222,OUT049,3346.3108,0.8760887615528393,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDQ24,15.7,0.073605395,249.6724,OUT013,6543.4824,1.0269215023289313,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDT14,10.695,0.12770295,120.444,OUT035,2516.724,0.8745633881669607,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDX04,19.6,0.041655865,48.5376,OUT045,335.5632,0.9241603420431789,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDC48,9.195,0.015859294,84.5592,OUT046,2559.3352,0.9222899132427341,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDC56,7.72,0.12149774199999999,119.744,OUT035,3355.632,0.9294568195219268,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDU19,8.77,0.046844194000000006,174.2422,OUT049,1379.5376,1.1432814558768976,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDT55,13.6,0.042475326888888894,156.4946,OUT049,2998.0974,1.0,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDA45,21.25,0.155250377,175.737,OUT013,2117.244,1.1416137475595285,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDR51,9.035,0.174450933,151.0708,OUT017,2708.4744,1.1719519749768406,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDF56,16.7,0.199955274,182.3976,OUT010,724.3904,1.4641166672461836,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDK45,11.65,0.033830011,111.686,OUT013,1584.604,0.9215224090042542,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRN37,9.6,0.096217262,168.5158,OUT013,3342.316,1.0589562109344426,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCN26,10.85,0.028674471,115.1808,OUT035,3866.9664,1.1705988559476317,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDA19,7.52,0.055213208,129.5994,OUT049,642.497,1.0385722343979922,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCR06,12.5,0.00676387,40.8112,OUT035,553.9456,0.9988808524084932,9,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDJ48,11.3,0.094460314,245.3118,OUT010,247.0118,1.7356585006826413,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
NCA05,20.75,0.025130632000000003,150.0734,OUT046,2524.0478,1.0274967329178617,16,8,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDP04,15.35,0.013812772,64.7168,OUT046,1022.6688,0.9222899383723254,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDA47,10.5,0.116673795,161.721,OUT046,3588.6620000000003,1.027832348915101,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDI09,20.75,0.113258036,239.988,OUT045,2636.5679999999998,1.0,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDU24,12.792854228644991,0.245407386,92.81200000000001,OUT019,93.212,2.031278195196082,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDI36,12.5,0.062597392,196.9426,OUT018,5339.0502,1.0416196161097582,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDC11,20.5,0.141674844,90.7172,OUT013,1605.9096,0.9982383469409836,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDY38,13.6,0.119361718,231.63,OUT049,2563.33,0.9237238288142121,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDF56,12.792854228644991,0.11888372400000001,180.3976,OUT027,7425.0016,0.8704928771856008,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDB44,12.792854228644991,0.016876708,210.0586,OUT027,6964.9338,1.0323701031434374,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDI15,13.8,0.141352562,264.1884,OUT046,3179.8608,0.9587212848917253,16,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDY59,8.195,0.031397503,91.3462,OUT035,1388.193,1.0370083549556315,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDX34,6.195,0.072278769,120.6098,OUT018,1807.6470000000002,1.0031395381181978,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDC52,12.792854228644991,0.014497036000000001,150.8708,OUT019,150.4708,1.7991461864388376,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
NCW29,14.0,0.028838937999999998,129.33100000000002,OUT013,259.66200000000003,0.8740008573403447,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDS40,12.792854228644991,0.013951503999999998,36.719,OUT027,622.523,0.9539364484116903,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDI40,11.5,0.126114605,99.3358,OUT018,804.2864,0.9260469369184311,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDN48,13.35,0.064938448,90.0804,OUT035,1561.9668,0.8745633844342177,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDN46,7.21,0.144511119,100.5332,OUT013,2460.7968,1.0365304223053038,26,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDB41,19.0,0.09729472800000001,47.7718,OUT035,1039.9796,0.8745633927022698,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDT55,13.6,0.043646900999999995,155.7946,OUT035,3471.4812,1.0275824625005434,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDI22,12.792854228644991,0.095746519,208.6612,OUT027,7317.142,0.8704928757568535,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDY16,18.35,0.092413792,183.6266,OUT045,1844.266,1.16347900340273,11,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDN33,6.305,0.12330717699999999,93.5436,OUT049,283.6308,1.0006230412738202,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDT57,15.2,0.019031184,235.5248,OUT035,4740.496,0.9294568251349212,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDZ31,12.792854228644991,0.11266896300000001,191.0504,OUT027,5752.512,1.1363659494118472,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
DRM48,15.2,0.113072194,35.8848,OUT049,596.5568,0.9310779386364616,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
NCL19,15.35,0.015708023,143.447,OUT045,2576.646,1.0268448476510748,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDG50,7.405,0.015259084,91.0146,OUT013,729.7168,0.8619870222053316,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRH25,18.7,0.014622625,52.0324,OUT045,1090.5804,1.0387976526219305,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDB37,12.792854228644991,0.022829733999999997,241.0538,OUT027,4566.7222,1.1367746695270267,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDW59,13.15,0.020833091,86.5566,OUT017,1860.2452,1.0328357849339203,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCR30,20.6,0.071103348,75.4696,OUT049,1416.8224,0.9600687406015924,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDY22,16.5,0.159720671,144.5128,OUT046,3595.32,0.9587212867377234,16,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDB45,12.792854228644991,0.037345714,106.5306,OUT019,104.5306,1.6148106008303715,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDC08,12.792854228644991,0.102949031,225.27200000000002,OUT027,4753.812,1.0316749608246265,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
NCK53,11.6,0.062903297,100.4042,OUT010,595.2252,1.603719296679237,15,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
FDM27,12.35,0.158715731,157.2946,OUT049,1577.9460000000001,1.0291919878934752,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDG17,6.865,0.03598621,244.1486,OUT018,2687.8346,0.9260469316007104,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
NCT17,10.8,0.042102658,189.7214,OUT017,1695.7926,1.004720887783103,6,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDZ14,7.71,0.047857877,119.7756,OUT017,3029.39,0.927506764656818,6,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
FDJ28,12.3,0.036590807,193.3162,OUT010,192.4162,1.7342856363744716,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDV21,11.5,0.171779865,126.0704,OUT018,1627.2152,0.9624832486713099,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
DRD24,13.85,0.051544658,142.5154,OUT010,141.8154,1.4641166543856068,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
DRF25,9.0,0.03898577,34.619,OUT049,732.38,0.9237238350351141,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDN22,18.85,0.138868769,251.8724,OUT018,3271.7412,1.145501241558406,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
FDV04,7.825,0.251094747,156.6288,OUT010,628.5152,1.5560143932834563,15,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDL34,16.0,0.041112694,139.9496,OUT018,3105.2912,1.0031395313198677,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDX58,13.15,0.043755405,182.895,OUT035,3112.615,0.9294568237048616,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDG12,6.635,0.006351875999999999,120.3098,OUT018,1446.1176,1.289952726533754,4,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
NCL53,7.5,0.036308404,175.4028,OUT045,2833.6448,1.0382411387057788,11,7,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDV47,17.1,0.054428368,84.9566,OUT018,1014.6792,1.0319635319229004,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDA43,12.792854228644991,0.064362554,193.7794,OUT027,4876.985,0.870492882252282,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCM17,7.93,0.071538243,44.5086,OUT017,1249.0408,0.9348909818190312,6,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCQ02,12.6,0.007468056,186.9556,OUT049,3379.6008,1.0377507010230411,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDN12,15.6,0.081562686,112.7544,OUT017,1118.5439999999999,1.0430713373640526,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCX06,12.792854228644991,0.02746599,181.5976,OUT019,543.2928,1.5315371870256396,28,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDE24,14.85,0.09365216800000001,141.5812,OUT045,427.4436,0.8765027673448442,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDQ58,7.315,0.015364173,154.334,OUT018,4287.752,1.2895446631351968,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDH31,12.0,0.020442889,98.0042,OUT049,1587.2672,1.4304261516151078,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
NCH55,16.35,0.034813556,128.40200000000002,OUT018,1265.02,0.9630053941050396,4,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
NCC54,17.75,0.09786283900000001,239.3196,OUT049,3615.2940000000003,0.8760887662014257,14,9,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
NCT06,12.792854228644991,0.06782445599999999,167.7842,OUT019,165.7842,1.8000222665800907,28,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDH56,12.792854228644991,0.11173569,115.9492,OUT019,115.8492,1.5315372033008348,28,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
FDY46,18.6,0.048160824000000005,188.9898,OUT017,3554.7062,1.0047208948207043,6,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCM19,12.65,0.047197935999999996,114.1202,OUT013,3488.1262,1.123018143204357,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDB04,12.792854228644991,0.06292013,88.9856,OUT027,3515.4240000000004,0.8704928814450318,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDB09,16.25,0.057385239000000005,126.2046,OUT035,1369.5506,0.8630253751931487,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDK51,12.792854228644991,0.005209791,265.2884,OUT027,3179.8608,1.0319384219027976,28,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDB33,12.792854228644991,0.025527994,157.5262,OUT019,477.3786,1.5113318041043502,28,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDU51,20.2,0.096495426,175.6028,OUT035,3364.9532,0.9988808368332989,9,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
NCE30,12.792854228644991,0.173574402,214.0902,OUT019,1061.951,1.7996017690215167,28,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
DRI13,15.35,0.020409765,218.3508,OUT018,2387.5588,1.0031395224940685,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
FDV32,7.785,0.088888291,64.751,OUT045,1201.769,0.9241603458419803,11,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
DRH51,17.6,0.09736772199999999,89.3856,OUT049,878.8560000000001,1.028623249854894,14,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
NCW18,15.1,0.059275452,238.9248,OUT013,6636.6944,1.3319246722291653,26,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDI12,9.395,0.100555034,88.8856,OUT049,439.42800000000005,1.0006230382639532,14,9,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
FDQ14,9.27,0.061775607,150.105,OUT035,2696.49,0.8745633867482145,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDQ55,12.792854228644991,0.012974936999999999,115.9834,OUT027,2994.7684,0.9942317040076236,28,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
FDG26,18.85,0.042614360999999996,255.333,OUT013,1794.3310000000001,0.9215224154849745,26,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCW29,12.792854228644991,0.050535312,130.031,OUT019,129.83100000000002,1.531537188157269,28,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDK27,11.0,0.008944844,122.3756,OUT035,2059.9852,0.9221155092694355,9,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
